machine_speed,stock_flow,filler_flow,steam_pressure,moisture,ash,caliper,predicted_basis_weight,predicted_deviation_pct,off_spec,change_penalty
832.396,64.045,16.943,5.0,5.949,7.588,92.544,91.28408,8.715919494628906,1,4.000000000000002
832.396,64.045,16.943,5.1,5.949,7.588,92.544,91.37095,8.629051208496094,1,4.999999999999998
832.396,66.045,16.943,4.5,5.949,7.588,92.544,91.78052,8.219482421875,1,3.9999999999999982
832.396,66.045,16.943,4.6,5.949,7.588,92.544,91.7622,8.237800598144531,1,3.0000000000000018
832.396,66.045,16.943,4.7,5.949,7.588,92.544,91.27252,8.72747802734375,1,1.9999999999999964
832.396,66.045,16.943,4.8,5.949,7.588,92.544,91.10918,8.890823364257812,1,1.0
832.396,66.045,16.943,4.9,5.949,7.588,92.544,91.29787,8.702133178710938,1,2.0000000000000053
832.396,66.045,16.943,5.0,5.949,7.588,92.544,91.26854,8.731460571289062,1,3.0000000000000018
832.396,66.045,16.943,5.1,5.949,7.588,92.544,91.35541,8.64459228515625,1,3.9999999999999982
832.396,68.045,16.943,4.5,5.949,7.588,92.544,91.53692,8.463081359863281,1,2.9999999999999982
832.396,68.045,16.943,4.6,5.949,7.588,92.544,91.5186,8.481399536132812,1,2.0000000000000018
832.396,68.045,16.943,4.7,5.949,7.588,92.544,91.17303,8.826972961425781,1,0.9999999999999964
832.396,68.045,16.943,4.8,5.949,7.588,92.544,91.06273,8.937271118164062,1,0.0
832.396,68.045,16.943,4.9,5.949,7.588,92.544,91.276276,8.723724365234375,1,1.0000000000000053
832.396,68.045,16.943,5.0,5.949,7.588,92.544,91.24695,8.7530517578125,1,2.0000000000000018
832.396,68.045,16.943,5.1,5.949,7.588,92.544,91.33527,8.664726257324219,1,2.9999999999999982
832.396,70.045,16.943,4.5,5.949,7.588,92.544,90.90591,9.094093322753906,1,3.9999999999999982
832.396,70.045,16.943,4.6,5.949,7.588,92.544,90.88759,9.112411499023438,1,3.0000000000000018
